,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Macedonia,Northern Cyprus,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,World,Yemen,Zambia,Zimbabwe
407,,256785.0,,,,,,,18704.0,,,1213058.0,,27118.0,,,,,,,35204.0,,,,,0.0,,,,429070.0,,,3571.0,,,,,37694.0,,,,,229497.0,,,,,,,,,,,,21546.0,,19413.0,,,,419.0,,,,,2339.0,,,1562530.0,775206.0,,,,13806.0,152978.0,,,,,156248.0,,1092.0,23622.0,,,,,,,,,4383204.0,,,24071.0,,462637.0,,,,,4863.0,,76538.0,74509.0,,,,,,,,,,,,1753.0,,,,,30.0,7343.0,,721685.0,1170.0,,,,,2040.0,,2130.0,,,,555.0,,,,,,,256785.0,,,,,,31949.0,,,,,,,2642778.0,,,11970.0,,1764.0,,,,,,,32368.0,,,77270.0,32099.0,,39376.0,,,,,,,,,,,,,,,,,14089.0,8739.0,,,,710058.0,,,,1110.0,,,,26568.0,,,,,,,,,,,,558229.0,,,,,,109587.0,549378.0,2603072.0,1280320.0,,,,,,,,6385209.0,,,
408,,280597.0,,,,,,,14613.0,,,1079591.0,,10541.0,,,,,,,8799.0,,,,,0.0,,,,111737.0,,,626.0,,,,,33699.0,,,,,29563.0,,,,,,,,,,,,4597.0,,7296.0,,,,41.0,,,,,291.0,,,953057.0,434455.0,,,,11773.0,41628.0,,,,,107871.0,,1092.0,20331.0,,,,,,,,,2633071.0,,,8215.0,,84807.0,,,,,3082.0,,57801.0,52916.0,,,,,,,,,,,,409.0,,,,,0.0,450.0,,880632.0,335.0,,,,,5739.0,,1701.0,,,,311.0,,,,,,,276436.0,,,,,,28478.0,,,,,,,1518412.0,,,1299.0,,369.0,,,,,,,18860.0,,,36080.0,37052.0,,35299.0,,,,,,,,,,,,,,,,,4191.0,902.0,,,,174814.0,,,,7457.0,,,,6947.0,,,,,,,,,,,,305542.0,,,,,,103469.0,508208.0,1483061.0,492768.0,,,,,,,,4006471.0,,,
409,,,,,,,1421.0,,3360.0,,,506717.0,,2086.0,,,,169353.0,,,2023.0,,,,,0.0,,,,57036.0,,,68.0,,,,,16769.0,,,,,4468.0,,,,,,,,,,,,2387.0,,6671.0,,,,0.0,,,,,61.0,,,886893.0,489763.0,,,,3354.0,12089.0,,,,,65474.0,,654.0,,,,,,,,,,1518353.0,,,2253.0,,,18513.0,,,,2684.0,236.0,143830.0,30022.0,,,,,,,,,,,,31.0,48.0,,,,0.0,1.0,,190561.0,,,,,,5485.0,,1466.0,,,,,,,,,,,,,,,,,28475.0,,,,,,,612233.0,,,158.0,,1621.0,,,,,,,5346.0,,,15156.0,17978.0,,29879.0,,,,,,,,,,,,,,,,,10808.0,33.0,,,,70210.0,,,,2695.0,,,,1343.0,,,,,,,,,,,,115205.0,,,,,,49967.0,239877.0,594043.0,367140.0,,,,,,,,2076054.0,,,
410,,,,,,,,,186.0,,,1493784.0,,7205.0,,,,226678.0,,,13915.0,,,,,0.0,,,,315958.0,,,2048.0,,,,,10023.0,,,,,265885.0,,,,,,,,,,,,15755.0,,16462.0,,,,1.0,,,,,846.0,,,922506.0,618687.0,,,,717.0,114104.0,,,,,125868.0,,438.0,,,,,,,,,,2696299.0,,,7915.0,,,84395.0,,,,9779.0,,157065.0,63051.0,,,,,,,,,,,,887.0,1232.0,,,,75.0,4656.0,,1103130.0,,,,,,5226.0,,2006.0,,,,,,,,,,,,,,,,,31658.0,,,,,,,1242691.0,,,1659.0,,1281.0,,,,,,,11472.0,,,36901.0,13801.0,,37137.0,,,,,,,,,,,,,,,,,13654.0,84.0,,,,595685.0,,,62904.0,3589.0,,,,18936.0,,,,,,,,,,,,356926.0,,,,,,31604.0,282491.0,1179819.0,776058.0,,,,,,,,4575487.0,,,
411,,198820.0,,,,,,,1378.0,,,1391159.0,,14868.0,,,,226902.0,2193.0,,15106.0,,,,,0.0,,,,273602.0,,,3902.0,,,3925.0,,26695.0,,,,,220098.0,,,,,,,,,,,,17794.0,,14138.0,,,385.0,0.0,,,,,2402.0,,,1132911.0,720442.0,,,,6740.0,150562.0,,,,,134849.0,,654.0,21021.0,,,,,,,,,3239232.0,,,10200.0,187.0,340570.0,79390.0,,,,13727.0,,161537.0,71472.0,,,,,,,,,,,,1407.0,1986.0,,,,245.0,540.0,,851090.0,1895.0,,,,,6230.0,,2062.0,,,,165701.0,,,,,,,197078.0,,,,,,31657.0,,,,,,,1817270.0,,,8531.0,,6747.0,,,,,,,7534.0,,,70971.0,10765.0,,45977.0,,,,,,,,,,,,,1742.0,,,,11310.0,1132.0,,,,502612.0,,,65945.0,3225.0,,,,25036.0,,,,,,,,,,,,448757.0,,,,,,111890.0,377277.0,1622150.0,955598.0,,,,,,,,5045920.0,,,
412,,181840.0,,,,,,,1153.0,,,1559862.0,,19898.0,,,,226755.0,2432.0,,20247.0,,,,,0.0,,,,323141.0,,,4582.0,,,1151.0,,20868.0,,,,,188059.0,,,,,,,,,,,,18002.0,,10550.0,,,994.0,77.0,,,,,4327.0,,,1476366.0,918618.0,,,,14263.0,152979.0,450.0,,,,151892.0,,654.0,27901.0,,,,,,,,,3876397.0,,,22293.0,1538.0,329416.0,89157.0,,,,18145.0,534.0,137429.0,80647.0,,,,,,,,,,,,2025.0,2666.0,,,,201.0,8308.0,,870105.0,1201.0,,,,,6171.0,,1974.0,,,,142756.0,,,,,,,176844.0,,,,,,35423.0,,,,,,,2137441.0,,,32724.0,450.0,1408.0,,,,,,,3949.0,,,154677.0,16545.0,,43319.0,,,,,,,,,,,,,1360.0,,,,11546.0,5580.0,,,,516397.0,,,92294.0,14242.0,,,,24266.0,,,,,,,,,,,,592818.0,,,,,,85681.0,497257.0,1969209.0,1125854.0,,,,,,,,5872356.0,,,
413,,156344.0,1348.0,,,,,,23261.0,,,2107287.0,,20118.0,,,,261945.0,2379.0,,28124.0,,,,,0.0,,,,328476.0,,,4594.0,,,4445.0,,27671.0,,,,,155288.0,,9917.0,,,,,,,,,,20396.0,,11565.0,,,3949.0,23629.0,,,,,6298.0,,,1653178.0,1098593.0,,,,15911.0,187661.0,,,,,144893.0,,1091.0,30370.0,,,,,,,,,4070371.0,,,38209.0,3284.0,659766.0,40709.0,,,,16740.0,488.0,148726.0,90520.0,,486.0,,,,,,,,,,1568.0,3673.0,,,,120.0,11374.0,,1142081.0,1814.0,,,,,7830.0,,2019.0,,,,259916.0,,,,,,,152110.0,,,,,,36769.0,,,,,,,2174351.0,,,30305.0,1.0,1623.0,,,,,,,7399.0,,,172205.0,22371.0,,39820.0,,,,,,,,,,,,,1935.0,,,,11275.0,9100.0,,,,547970.0,,,153260.0,23067.0,,,,28684.0,,,,,,,,,,,,671693.0,,,,,,89324.0,468321.0,1862466.0,1426679.0,,,,,,,,6639131.0,,,
414,,210035.0,1128.0,,,,,,33071.0,,,1286198.0,,21643.0,,,,,2917.0,,31500.0,,,,,0.0,,,,278012.0,,,13754.0,,,5048.0,,50696.0,,,,,142148.0,,11372.0,,,,,,,,,,19214.0,,14526.0,,,4872.0,5303.0,,,,,4774.0,,,1324248.0,891769.0,,,,19531.0,155350.0,,,,,159106.0,,556.0,30310.0,,,,,,,,,3624551.0,,,55795.0,865.0,603419.0,,,,,15918.0,1856.0,77674.0,93516.0,,4428.0,,,,,,,,,,1389.0,3724.0,,,,0.0,10525.0,,842771.0,1623.0,,,,,0.0,,2357.0,,,,256103.0,,,,,,,129027.0,,,,,,39061.0,,29.0,,,,,2303094.0,,,15817.0,29.0,2093.0,,,,10054.0,,,30513.0,,,103777.0,39934.0,,38127.0,,,,,,,,,,,,,1774.0,,,,13261.0,6778.0,,,4264.0,500419.0,,,,30307.0,,,,24538.0,,,,,,,,,,,,466404.0,,,,,,93101.0,387200.0,1977892.0,1156701.0,,,,,,,,5624023.0,,,
415,,102932.0,,,,,,,38494.0,,,1399699.0,,13125.0,,,,,1426.0,,6094.0,,,,,146.0,,,,137634.0,,,4088.0,,,,,51010.0,,874.0,,,9641.0,,11833.0,,,,,,,,,,3177.0,,10726.0,,,2887.0,1.0,,,,,810.0,,,889991.0,536940.0,,,,15508.0,46781.0,,,,,112536.0,,0.0,29089.0,,,,,,,,,2373132.0,,,36192.0,,388381.0,,,,,9404.0,30.0,60302.0,78546.0,,,,,,,,,,,,762.0,0.0,,,,0.0,1012.0,,1173737.0,425.0,,,,,5961.0,,1249.0,,,,82146.0,,,,,,,99042.0,,,,,,38130.0,,65.0,,,,,1452807.0,,,792.0,65.0,516.0,,,,4705.0,,,26108.0,,,37039.0,37775.0,,32924.0,,,,,,,,,,,,,,,,,6643.0,2543.0,,,3890.0,223857.0,,,,39078.0,,,,7287.0,,,,,,,,,,,,171811.0,,,,,,86560.0,344942.0,1309759.0,522482.0,,,,,,,,4069351.0,,,
416,,6765.0,,,,,,,13119.0,,,513409.0,,6063.0,,,,,707.0,,2244.0,,,,,0.0,,,,77554.0,,,10998.0,,,,,42001.0,,,,,1162.0,,6687.0,,,,,,,,,,2154.0,,10836.0,,,1177.0,1877.0,,,,,833.0,,,778217.0,623982.0,,,,,9534.0,,,,,86025.0,,1098.0,3809.0,,,,,,,,,1539855.0,,,18222.0,,246850.0,,,,,2094.0,,157733.0,51223.0,,,,,,,,,,,,819.0,0.0,,,,0.0,3.0,,310625.0,,,,,,5004.0,,1111.0,,,,32854.0,,,,,,,,,,,,,38125.0,,70.0,,,,,674421.0,,,264.0,90.0,2051.0,,,,2313.0,,,4559.0,,,17344.0,19042.0,,27944.0,,,,,,,,,,,,,,,,,6316.0,1.0,,,4974.0,104958.0,,,,35912.0,,,,1650.0,,,,,,,,,,,,38320.0,,,,,,951.0,150896.0,595369.0,227380.0,,,,,,,,2077860.0,,,
417,,122163.0,,,,,,,1967.0,,,1182586.0,2769.0,7057.0,,,,,2545.0,,12897.0,,,,,198.0,,,,268705.0,,,11709.0,,,9245.0,,62189.0,,,,,108143.0,,5339.0,,,,,,,,,,16148.0,,14297.0,,,,1763.0,,,,,2991.0,,,966889.0,726619.0,,,,,110230.0,,,,,156696.0,,1199.0,33165.0,,,,,,,,,2844901.0,,,8354.0,,338921.0,,,,,4998.0,,165491.0,106066.0,,,,,,,,,,,,1801.0,4702.0,,,,203.0,5479.0,,709719.0,,,,,,5146.0,,1915.0,,,,44246.0,,,,,,,,,,,,,37857.0,,448.0,,,,,1600123.0,,,2821.0,3217.0,1565.0,,,,13320.0,,,30484.0,,,44277.0,7995.0,,29864.0,,,,,,,,,,,,,,,,,12636.0,479.0,,,7671.0,418357.0,,,74840.0,15583.0,,,,20021.0,,,,,,,,,,,,265472.0,,,,,,3451.0,210804.0,1463230.0,738715.0,,,,,,,,4293335.0,,,
418,,108464.0,,,,,,,24381.0,,,1509899.0,4125.0,15130.0,,,,182896.0,2948.0,,20360.0,,,,,820.0,,,,254615.0,,,17163.0,,,7126.0,,48701.0,,,,,94258.0,,2984.0,,,,,,,,,,19921.0,,15984.0,,,,12.0,,,,,4704.0,,,1523001.0,815432.0,,,,,137398.0,,,,,170615.0,,1074.0,32214.0,,,,,,,,,3526910.0,,532.0,17034.0,171.0,483298.0,,,,,14361.0,234.0,147627.0,106917.0,,,,,,,,,,,,2424.0,3544.0,,,,204.0,8685.0,,884057.0,1445.0,,,,,4951.0,,2445.0,,,,67752.0,,,,,,,91407.0,,,,,,43743.0,,358.0,,,,,2070945.0,,,11522.0,8104.0,1557.0,,,,3468.0,,346.0,27370.0,,,,14040.0,,29345.0,,,,,,,,,,,82.0,,,,,,12710.0,1536.0,,,9256.0,404786.0,,,119487.0,12555.0,,,,26685.0,,,,,,,,,,,,452196.0,,,,,,110471.0,353009.0,1942126.0,1214232.0,,,,,,,,5625199.0,,,
419,,297427.0,,,,,,,33840.0,,,1422205.0,9715.0,20067.0,,,,181985.0,3541.0,,23448.0,,,,,1604.0,,,,247324.0,,,20236.0,,,9845.0,,46384.0,,530.0,,,86283.0,,2374.0,,,,,,,,,,19904.0,,15290.0,,,,449.0,,,,,462.0,,,1792681.0,1204059.0,454.0,,,,140512.0,,,,,177088.0,,666.0,31723.0,,,,,,,,,4644881.0,,0.0,39296.0,,459241.0,128917.0,,,,18948.0,282.0,124001.0,122586.0,,,,,,,,,,,,4341.0,3818.0,,,,0.0,11773.0,,1096246.0,1391.0,,,,,5755.0,,2783.0,,,,99628.0,,,,,,,281854.0,,,,,,50638.0,,812.0,,,,,2706980.0,,,34496.0,10527.0,,,,,15353.0,,455.0,22921.0,,,,26420.0,,28217.0,,,,,,,,,,,4005.0,43388.0,,,,,12967.0,7010.0,,,9494.0,395250.0,,,151480.0,26562.0,,,,28353.0,,,,,,,,,,,,330197.0,,,,,,93199.0,480575.0,2529408.0,883943.0,,,,,,,,6625070.0,,,2074.0
420,,283337.0,,,,,,,49377.0,,,1663603.0,6881.0,20253.0,,,,177902.0,3705.0,,32211.0,,,,,5674.0,,,,302787.0,,,20050.0,,,5920.0,,59111.0,,638.0,,,86090.0,,15633.0,,,,,,10191.0,,,,23510.0,,14989.0,,,,18161.0,,,,,6535.0,,,1700775.0,1068679.0,,,,19420.0,191452.0,,,,,190330.0,,1229.0,32023.0,,,,,,,,,4937100.0,,0.0,42759.0,,700414.0,126877.0,,,,19723.0,472.0,116338.0,128896.0,,4008.0,,,,,,,,,,4215.0,4427.0,,,,189.0,11890.0,,1299049.0,1311.0,1407.0,,,1148.0,7446.0,,2082.0,,,,188029.0,,,,,,,255160.0,,,,,,53476.0,,1102.0,,,,,3219364.0,,,38094.0,7983.0,,,,,9430.0,,360.0,15863.0,,,,31600.0,,20258.0,,,,,,,,,,,7662.0,32154.0,,,,,11034.0,10994.0,,,10838.0,493945.0,,,169477.0,,,,,29702.0,,,,,,,,,,,,360031.0,,,,,1179.0,84573.0,521039.0,2946105.0,1132858.0,,,,,,,,7369007.0,,,5149.0
421,,242655.0,,,,,,,74083.0,,,1364946.0,6490.0,29685.0,,,,,4350.0,,32417.0,,,,,0.0,,,,220255.0,,,15927.0,,,3555.0,,68627.0,,,,,78404.0,,15176.0,,,,,,,,,,21513.0,,36480.0,,1113.0,,10709.0,,,,,7535.0,,,1860260.0,1256867.0,,,,29945.0,183915.0,,,,,214091.0,,1290.0,30936.0,,,,,,,,,5280773.0,,6066.0,46103.0,706.0,689893.0,133786.0,,,,18760.0,1089.0,57793.0,139019.0,,6634.0,,,,,,,,,,3408.0,5171.0,,,,190.0,10069.0,,1075579.0,1297.0,1291.0,,,4059.0,1108.0,,2515.0,,,,182219.0,,,,1814.0,175.0,,220190.0,,,,,,57977.0,,1604.0,,,,,3397232.0,,,18754.0,8094.0,,,,,17248.0,,160.0,15917.0,,,,44688.0,,19125.0,,,,,,,,,,,9892.0,17214.0,,,,,12912.0,7807.0,,,11001.0,414704.0,,,,,,,,24860.0,,,,,,,,,,,,319079.0,,,,,1713.0,87263.0,537266.0,3120708.0,931539.0,,,,,,,,7287891.0,,,1572.0
422,,188743.0,,,,,,,80980.0,,,1305497.0,1894.0,25264.0,,,,,3116.0,,4503.0,,,,,11204.0,,,,111526.0,,,5321.0,,,,,61790.0,,,,,10048.0,,32709.0,,,,,,,,,,3564.0,,7884.0,,,,97.0,,,,,1457.0,,,1176678.0,692521.0,,,,15865.0,73823.0,,,,,148122.0,,918.0,28515.0,,,,,,,,,3467298.0,,7040.0,119173.0,,485607.0,149084.0,,,,9628.0,947.0,39463.0,127051.0,,,,,,,,,,,,605.0,0.0,,,,0.0,813.0,,997789.0,424.0,,,,6694.0,6073.0,,1808.0,,,,112379.0,,,,1882.0,,,173608.0,,,,,,52976.0,,1339.0,,,,,2185156.0,,,798.0,3233.0,,,,,7862.0,,,6850.0,,,,40882.0,,15704.0,,,,,,,,,,,4012.0,39969.0,,,,,8208.0,931.0,,,3655.0,253793.0,1638.0,,,35343.0,,,,6575.0,,,,,,,,,,,,215970.0,,,,,90.0,81790.0,434825.0,1993602.0,648013.0,,,,,,,,5113100.0,,,3126.0
423,,7727.0,,,,,,,40108.0,,,12529610.0,2736.0,10235.0,,,,125752.0,1866.0,,899.0,,,,,0.0,,,,31835.0,,,2685.0,,,,,46171.0,,,,,355.0,,16536.0,,,,,,,,,,2896.0,,11997.0,,,,4.0,,,,,310.0,,,994866.0,782304.0,,,,9328.0,10467.0,,,,,103518.0,,0.0,,,,,,,,,,1996491.0,,7016.0,9757.0,,58719.0,91628.0,,,,2458.0,621.0,96091.0,78430.0,,,,,,,,,,,,141.0,5602.0,,,,0.0,454.0,,313612.0,,,,,6713.0,5923.0,,1657.0,,,,71684.0,,,,,,,,,,,,,49109.0,,883.0,,,,,982198.0,,,739.0,3619.0,,,,,4647.0,,,995.0,,,,24035.0,,11136.0,,,,,,,,,,,1365.0,3627.0,,,,,5566.0,0.0,,,3224.0,89849.0,978.0,,,24374.0,,,,1991.0,,,,,,,,,,,,33100.0,,,,,0.0,5372.0,205584.0,855146.0,12289566.0,15.0,,,,,,,14607869.0,,,3138.0
424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,217854.0,,,,,,,24166.0,,,1492545.0,7277.0,9048.0,,,,,2510.0,,13810.0,,,,,0.0,,,,375624.0,,,11094.0,,,17292.0,,59644.0,,,,,137575.0,,18555.0,,,,,,,,,,23031.0,,20376.0,,,,475.0,,,,,3466.0,,,1200000.0,896390.0,,,,14539.0,117801.0,,,,,199424.0,,1248.0,,,,,,,,,,3768509.0,,6408.0,37586.0,,552870.0,,,,,6294.0,546.0,106992.0,136066.0,,,,,,,,,,,,1796.0,5266.0,,,,0.0,7585.0,0.0,830248.0,,668.0,,,15392.0,5700.0,,2259.0,,,,71768.0,,,,,,,,,,,,,45333.0,,1411.0,,,,,2246867.0,,,6214.0,10335.0,,,,,3013.0,,1.0,9290.0,756.0,,47072.0,16653.0,,32149.0,,,,,,,,,,,8281.0,33924.0,,,,,15103.0,1139.0,,,2520.0,583728.0,1760.0,,79269.0,42925.0,,,,22295.0,,,,,,,,,,,,226843.0,,,,,1764.0,7956.0,231450.0,2022994.0,1152572.0,18042.0,,,,,,,5751329.0,,,2613.0
426,,160925.0,,,,,,,76939.0,,,2117132.0,9163.0,25886.0,,,,,2110.0,,23975.0,,,,,25804.0,,,,436295.0,,,20233.0,,,27214.0,,74563.0,,,,,171384.0,,20486.0,,,,,,,,,,30761.0,,17737.0,,1036.0,45000.0,22.0,,,,,5271.0,,,5648893.0,1044131.0,,,,,167012.0,405.0,,,,220201.0,,1266.0,35950.0,,,,,,,,,4412758.0,,13071.0,36881.0,152.0,766613.0,,,,,13699.0,787.0,105782.0,162414.0,,2987.0,,,,,,,,,,2211.0,1766.0,,,,0.0,9375.0,,1593437.0,1344.0,950.0,,,21687.0,6550.0,,2246.0,,,,56572.0,,,,,,,149675.0,,,,,,46443.0,,1488.0,,,,,2647669.0,,,14795.0,11056.0,,,,,10421.0,,111.0,9241.0,2037.0,,,16158.0,,38158.0,,,,,,,,305.0,,117876.0,4639.0,31311.0,,,,,15399.0,2191.0,,,2990.0,755034.0,66761.0,,150586.0,44546.0,,,,26029.0,,,,,6943.0,,,,,,,298922.0,,,,,1983.0,66539.0,276310.0,2457550.0,5334514.0,14752.0,,,,,,,11340709.0,,,3621.0
427,,171395.0,,,,,,,55184.0,,,2015976.0,9939.0,28388.0,,,,,1624.0,,30529.0,256.0,,,,0.0,,,,462354.0,,,4397.0,,,21260.0,,74597.0,,,,,311996.0,,21861.0,,,,,,,,,,35389.0,,13881.0,,1226.0,56827.0,26.0,,,,,5302.0,,,2089148.0,1392721.0,,,,,181214.0,,,,,248574.0,,1330.0,34270.0,,,,,,,,,5370332.0,,11668.0,41188.0,,995299.0,363003.0,,,,14247.0,644.0,108603.0,187871.0,,2531.0,,,,,,,,,,4189.0,6960.0,,,,122.0,12046.0,,1591798.0,1657.0,1027.0,,,22687.0,5759.0,,2725.0,,,,50145.0,,,,,,,154537.0,,,,,,44701.0,,1980.0,,,,,3100967.0,,,36925.0,11919.0,,,,,3733.0,,68.0,18472.0,,,,15722.0,,38695.0,239511.0,,,,,,,303.0,,,5700.0,33357.0,,,,,13508.0,7485.0,,,7533.0,891275.0,69774.0,,169772.0,46170.0,,,,31927.0,,,,,,,,,,,,243906.0,,,,,2680.0,73374.0,347406.0,2907105.0,1318550.0,21314.0,,,,,,,8280680.0,,,2893.0
428,,145991.0,,,,,,,71169.0,,,2437396.0,10858.0,27866.0,,,,,1583.0,,50283.0,144.0,,,,0.0,,,,429484.0,,,20375.0,,,15688.0,,79213.0,,,,,310643.0,,14995.0,,,,,,,,,,37953.0,,19064.0,,1012.0,65892.0,29412.0,,,,,7631.0,,,2717897.0,1615932.0,353.0,,,21568.0,231691.0,,,,,245953.0,,666.0,33302.0,,,,,,,,,6171820.0,,10389.0,90087.0,,1389455.0,,,,,20303.0,9.0,118606.0,198673.0,,1871.0,,,,,,,,,,6082.0,2889.0,,,,196.0,15528.0,,1846420.0,2052.0,1027.0,,,19552.0,7700.0,,3092.0,,,,42455.0,,,,,,,127267.0,,,,,,44146.0,,1633.0,,,,,3418669.0,,,35502.0,12491.0,,,,,14068.0,,31.0,33105.0,,,172261.0,28302.0,,43737.0,521402.0,,,,,,,500.0,,,6725.0,41709.0,852.0,,,,13165.0,11401.0,,,8459.0,909865.0,70896.0,,242485.0,51000.0,,,,33692.0,,,,,,,,,,,,242492.0,,,,,2913.0,35674.0,446450.0,3212208.0,1624069.0,8989.0,,,,,,,9642309.0,,,2688.0
429,,237961.0,,,,,,,105135.0,,,2174757.0,5073.0,37612.0,,,,,2038.0,,45397.0,179.0,,,,0.0,,,,407382.0,,,15920.0,,,16542.0,,85910.0,,,,,297998.0,,33376.0,,,,,,,,,,34235.0,,21933.0,,892.0,75771.0,19877.0,,,,,7094.0,,,2164546.0,1278663.0,169.0,,,23715.0,263461.0,,,,,275658.0,,1230.0,34593.0,,,,,,,,,5664061.0,,10138.0,111697.0,553.0,1492201.0,,,,,20725.0,445.0,57657.0,206801.0,,7295.0,,,,,,,,,,4901.0,3064.0,,,,209.0,14074.0,,1857284.0,1805.0,930.0,,,14365.0,1703.0,,2860.0,,,,55865.0,,,,,,,144500.0,,,,,,42412.0,,1280.0,,,,,3521951.0,,,18947.0,6353.0,,,,,16520.0,,50.0,37090.0,,,,43050.0,,47353.0,291110.0,,,,,,,497.0,,81935.0,9697.0,41771.0,,,,,12987.0,10380.0,,,8151.0,910112.0,71033.0,,,48530.0,,,,29268.0,,,,,,,,,,,,196251.0,,,,,3277.0,31312.0,494235.0,3238743.0,1419279.0,9204.0,,,,,,,9015680.0,,,557.0
430,,205057.0,,,,,,,,,,2132253.0,4405.0,28293.0,,,,,406.0,,8433.0,,,,,50565.0,,,,254146.0,,,2654.0,,,11137.0,,73970.0,,,,,33792.0,,30560.0,,,,,,,,,,12997.0,,18257.0,,,71775.0,3965.0,,,,,3749.0,,,1875579.0,1102680.0,362.0,,,32554.0,225302.0,,,,,202878.0,,1164.0,32445.0,,,,,,,,,4186114.0,,11658.0,34597.0,,1424640.0,,,,,10480.0,426.0,35950.0,178558.0,,,,,,,,,,,,803.0,202.0,,,,0.0,628.0,83842.0,1647338.0,734.0,1190.0,,,15793.0,6941.0,,3093.0,,,,33905.0,,,,,156.0,,114928.0,,,,,,38435.0,,603.0,,,,,2264876.0,,,1037.0,5008.0,,,,,27784.0,,1.0,20157.0,,,,39849.0,,48638.0,282019.0,83842.0,,,,,,459.0,,,2057.0,31276.0,,,,,17813.0,1963.0,,,1393.0,393204.0,18242.0,,,24757.0,,,,6325.0,,,,,,,,,,,,127318.0,,,,,1279.0,30544.0,448396.0,2057036.0,958683.0,18.0,,,,,,,6875977.0,,,779.0
431,,41010.0,,,,,,,,,,1142668.0,5024.0,12038.0,,,3388.0,,431.0,,1576.0,,,,,723.0,,,,117721.0,,,1513.0,,,6142.0,,57678.0,,,,,7968.0,,28989.0,,,,,,,,,,12372.0,,15960.0,,,,173.0,,,,,999.0,,,1268320.0,1007488.0,,,,,126421.0,,,,,147902.0,,0.0,,,,,,,,,,2560538.0,,8993.0,21669.0,,66666.0,,,,,1480.0,489.0,103847.0,103139.0,,,,,,,,,,,,96.0,590.0,,,,0.0,4.0,39555.0,680683.0,,838.0,,,12568.0,5875.0,,1965.0,,,,27301.0,,,,,,,,,,,,,34437.0,,511.0,,,,,1027891.0,,,212.0,5535.0,,,,,13700.0,,,2601.0,4128.0,,,17157.0,,45184.0,71614.0,39555.0,,,,,,,,,920.0,1263.0,,,,,9624.0,2.0,,,0.0,326667.0,2222.0,,,5284.0,,,,1960.0,,,,,,,,,,,,33741.0,,,,,910.0,7149.0,184384.0,928781.0,531315.0,10.0,,,,,,,3812091.0,,,535.0
